

Generation: 1

| chromosome                                                                                                                                                                                                                                             |   id | parents      |
| [0.0, -7.541174354662877e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  216 | (204, 204) |
| [0.0, -7.615812374555063e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  221 | (212, 212) |
| [0.0, -7.615812374555063e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  226 | (223, 221) |
| [0.0, -7.615812374555063e-13, -2.3871923093622544e-13, 3.388663427749683e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  227 | (221, 220) |
| [0.0, -7.615812374555063e-13, -2.3871923093622544e-13, 3.388663427749683e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  228 | (220, 220) |
| [0.0, -7.615812374555063e-13, -2.3871923093622544e-13, 3.388663427749683e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  229 | (220, 223) |
| [0.0, -7.4779869951097e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 9.97303790839e-16, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]         |  230 | (222, 221) |
| [0.0, -7.541174354662877e-13, -2.360130119730909e-13, 3.388663427749683e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0046881213438783e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  231 | (216, 219) |
| [0.0, -7.615812374555063e-13, -2.3871923093622544e-13, 3.388663427749683e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 9.97303790839e-16, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]      |  232 | (223, 222) |
| [0.0, -7.4779869951097e-13, -2.360130119730909e-13, 3.388663427749683e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0046881213438783e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]    |  233 | (219, 222) |

Generation: 29

| chromosome                                                                                                                                                                                                                                           |   id | parents    |
|------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.541174354662877e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  216 | (204, 204) |
| [0.0, -7.673261981143936e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  221 | (212, 212) |
| [0.0, -7.673261981143936e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  234 | (221, 221) |
| [0.0, -7.615812374555063e-13, -2.409033095861799e-13, 3.439211676611888e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  235 | (216, 228) |
| [0.0, -7.541174354662877e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2401233615115446e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  236 | (226, 231) |
| [0.0, -7.673261981143936e-13, -2.360130119730909e-13, 3.388663427749683e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0046881213438783e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  237 | (231, 221) |
| [0.0, -7.541174354662877e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  238 | (228, 216) |
| [0.0, -7.541174354662877e-13, -2.263704873597217e-13, 3.388663427749683e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  239 | (226, 231) |
| [0.0, -7.541174354662877e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  240 | (216, 221) |
| [0.0, -7.541174354662877e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2401233615115446e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  241 | (226, 216) |

Generation: 30

| chromosome                                                                                                                                                                                                                                           |   id | parents    |
|------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.541174354662877e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  216 | (204, 204) |
| [0.0, -7.673261981143936e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  221 | (212, 212) |
| [0.0, -7.673261981143936e-13, -2.360130119730909e-13, 3.388663427749683e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0046881213438783e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  242 | (234, 237) |
| [0.0, -7.673261981143936e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2516051886793248e-10, -1.4435564104748935e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  243 | (221, 240) |
| [0.0, -7.541174354662877e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0046881213438783e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  244 | (216, 237) |
| [0.0, -7.673261981143936e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  245 | (221, 241) |
| [0.0, -7.673261981143936e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2401233615115446e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  246 | (221, 241) |
| [0.0, -7.673261981143936e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2516051886793248e-10, -1.4435564104748935e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  247 | (234, 240) |
| [0.0, -7.541174354662877e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  248 | (221, 216) |
| [0.0, -7.673261981143936e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  249 | (241, 221) |

Generation: 31

| chromosome                                                                                                                                                                                                                                            |   id | parents    |
|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.673261981143936e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  245 | (221, 241) |
| [0.0, -7.541174354662877e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  248 | (221, 216) |
| [0.0, -7.673261981143936e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  250 | (245, 246) |
| [0.0, -7.673261981143936e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2516051886793248e-10, -1.489883456467202e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.967714468831025e-08, 9.827671833722739e-10]  |  251 | (243, 248) |
| [0.0, -7.673261981143936e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0053322035886372e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.967714468831025e-08, 9.827671833722739e-10] |  252 | (243, 249) |
| [0.0, -7.541174354662877e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0135690805825436e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  253 | (216, 248) |
| [0.0, -7.673261981143936e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2401233615115446e-10, -1.4627993286033229e-15, 1.0053322035886372e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  254 | (249, 246) |
| [0.0, -7.673261981143936e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2401233615115446e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  255 | (246, 245) |
| [0.0, -7.541174354662877e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.1706098507122278e-10, -1.4627993286033229e-15, 1.0135690805825436e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  256 | (216, 216) |
| [0.0, -7.673261981143936e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2516051886793248e-10, -1.489883456467202e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.967714468831025e-08, 9.827671833722739e-10]  |  257 | (243, 243) |

Generation: 32

| chromosome                                                                                                                                                                                                                                           |   id | parents    |
|------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.673261981143936e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  245 | (221, 241) |
| [0.0, -7.541174354662877e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0165184408921542e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  248 | (221, 216) |
| [0.0, -7.541174354662877e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0135690805825436e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  258 | (253, 253) |
| [0.0, -7.541174354662877e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2401233615115446e-10, -1.4627993286033229e-15, 1.0135690805825436e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  259 | (254, 253) |
| [0.0, -7.673261981143936e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.20524003157281e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  260 | (255, 245) |
| [0.0, -7.673261981143936e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  261 | (250, 253) |
| [0.0, -7.541174354662877e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  262 | (245, 253) |
| [0.0, -7.673261981143936e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.20524003157281e-10, -1.4627993286033229e-15, 1.0112739125548006e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  263 | (255, 250) |
| [0.0, -7.673261981143936e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2401233615115446e-10, -1.4627993286033229e-15, 1.0053322035886372e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  264 | (254, 254) |
| [0.0, -7.673261981143936e-13, -2.360130119730909e-13, 3.439211676611888e-11, 1.2516051886793248e-10, -1.4627993286033229e-15, 1.0135690805825436e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  265 | (250, 253) |
