

Generation: 0

| chromosome                                                                                                                                                                                                                                               | train   | val   |     fitness |   id | parents      |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09]   |  424 | (416, 414) | 8.4576e+10  | 1.70253e+11 | 1.27414e+11 |
| [0.0, -8.147934343680062e-13, -2.508642199947972e-13, 3.037312217568495e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.919052484895e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09]       |  423 | (402, 413) | 8.4576e+10  | 1.70253e+11 | 1.27414e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.037312217568495e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09]    |  425 | (413, 397) | 8.4576e+10  | 1.70253e+11 | 1.27414e+11 |
| [0.0, -8.147934343680062e-13, -2.508642199947972e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.919052484895e-16, 2.892003764049469e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09]      |  419 | (416, 402) | 1.39554e+11 | 1.71845e+11 | 1.557e+11   |
| [0.0, -8.231803611339804e-13, -2.479818561090715e-13, 3.137428757451175e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.949636049401003e-16, 2.963049913966879e-05, -2.167307382898248e-06, -1.845017375220402e-08, 1.0182119995533803e-09]     |  420 | (416, 402) | 1.82221e+11 | 1.7687e+11  | 1.79546e+11 |
| [0.0, -8.147934343680062e-13, -2.508642199947972e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.7810763748021708e-08, 1.0182119995533803e-09]  |  418 | (412, 402) | 7.71757e+10 | 4.12173e+11 | 2.44674e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 3.0535877262916605e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0274839177502926e-09] |  414 | (402, 397) | 9.34101e+10 | 5.32602e+11 | 3.13006e+11 |

Generation: 53

| chromosome                                                                                                                                                                                                                                             |   id | parents    |       train |         val |     fitness |
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.919052484895e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]    |  421 | (416, 414) | 8.62547e+10 | 1.68572e+11 | 1.27413e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.983707654821362e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  433 | (421, 421) | 8.62547e+10 | 1.68572e+11 | 1.27413e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09]  |  397 | (388, 390) | 8.4576e+10  | 1.70253e+11 | 1.27414e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09]  |  428 | (421, 424) | 8.4576e+10  | 1.70253e+11 | 1.27414e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09]  |  430 | (425, 422) | 8.4576e+10  | 1.70253e+11 | 1.27414e+11 |
| [0.0, -8.147934343680062e-13, -2.508642199947972e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09]  |  431 | (422, 397) | 8.4576e+10  | 1.70253e+11 | 1.27414e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09]  |  432 | (424, 397) | 8.4576e+10  | 1.70253e+11 | 1.27414e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.589260473189514e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09]   |  426 | (422, 425) | 8.74452e+10 | 1.67513e+11 | 1.27479e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.081152650773833e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1787212289346042e-06, -1.845017375220402e-08, 1.0182119995533803e-09]   |  427 | (397, 425) | 2.70075e+11 | 2.36032e+11 | 2.53053e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.086853210506614e-09]   |  429 | (422, 425) | 1.66671e+12 | 4.72336e+12 | 3.19504e+12 |

Generation: 54

| chromosome                                                                                                                                                                                                                                              |   id | parents    |       train |         val |     fitness |
|---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -8.147934343680062e-13, -2.5760701334765343e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.919052484895e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]    |  421 | (416, 414) | 8.62547e+10 | 1.68572e+11 | 1.27413e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]  |  436 | (431, 421) | 8.62547e+10 | 1.68572e+11 | 1.27413e+11 |
| [0.0, -8.147934343680062e-13, -2.508642199947972e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]  |  440 | (433, 431) | 8.62547e+10 | 1.68572e+11 | 1.27413e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.919052484895e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]     |  441 | (421, 397) | 8.62547e+10 | 1.68572e+11 | 1.27413e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09]   |  435 | (397, 431) | 8.4576e+10  | 1.70253e+11 | 1.27414e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09]   |  439 | (428, 397) | 8.4576e+10  | 1.70253e+11 | 1.27414e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.079697770767013e-11, -9.833021885125311e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09]    |  434 | (397, 431) | 8.4576e+10  | 1.70253e+11 | 1.27414e+11 |
| [0.0, -8.056316769917472e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 3.023737278217339e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]  |  438 | (421, 397) | 6.66399e+10 | 2.20675e+11 | 1.43657e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.983707654821362e-16, 2.8934160362527834e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  433 | (421, 421) | 1.41195e+11 | 1.72173e+11 | 1.56684e+11 |
| [0.0, -8.125145028589622e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5674622548712015e-15, 9.919052484895e-16, 2.963049913966879e-05, -2.215743793199468e-06, -1.845017375220402e-08, 1.0182119995533803e-09]       |  437 | (421, 428) | 6.98065e+11 | 7.10626e+11 | 7.04345e+11 |

Generation: 55

| chromosome                                                                                                                                                                                                                                              |   id | parents    |       train |         val |     fitness |
|---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.9691482356623086e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  436 | (431, 421) | 8.30939e+10 | 1.71482e+11 | 1.27288e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5770770492700892e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09]   |  449 | (435, 439) | 8.51984e+10 | 1.69628e+11 | 1.27413e+11 |
| [0.0, -8.147934343680062e-13, -2.5760701334765343e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.919052484895e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]    |  421 | (416, 414) | 8.62547e+10 | 1.68572e+11 | 1.27413e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]  |  443 | (439, 441) | 8.62547e+10 | 1.68572e+11 | 1.27413e+11 |
| [0.0, -8.147934343680062e-13, -2.508642199947972e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]  |  445 | (440, 439) | 8.62547e+10 | 1.68572e+11 | 1.27413e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]  |  446 | (440, 436) | 8.62547e+10 | 1.68572e+11 | 1.27413e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09]   |  447 | (435, 435) | 8.4576e+10  | 1.70253e+11 | 1.27414e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.919052484895e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8903225108118577e-08, 1.0182119995533803e-09]     |  448 | (441, 441) | 1.85277e+11 | 1.81841e+11 | 1.83559e+11 |
| [0.0, -8.147934343680062e-13, -2.5760701334765343e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 9.509160765887466e-10]  |  442 | (421, 436) | 2.70198e+12 | 3.58857e+12 | 3.14528e+12 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.919052484895e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.1062069071651296e-09]     |  444 | (441, 436) | 2.86761e+12 | 7.42936e+12 | 5.14848e+12 |

Generation: 56

| chromosome                                                                                                                                                                                                                                             |   id | parents    |       train |         val |     fitness |
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5770770492700892e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09]  |  449 | (435, 439) | 8.51984e+10 | 1.69628e+11 | 1.27413e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.889874275198266e-11, -1.5770770492700892e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09]  |  452 | (449, 449) | 8.51984e+10 | 1.69628e+11 | 1.27413e+11 |
| [0.0, -8.147934343680062e-13, -2.665466771427036e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.919052484895e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]    |  451 | (421, 449) | 8.62547e+10 | 1.68572e+11 | 1.27413e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  455 | (443, 443) | 8.62547e+10 | 1.68572e+11 | 1.27413e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09]  |  456 | (449, 443) | 8.4576e+10  | 1.70253e+11 | 1.27414e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5770770492700892e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  450 | (446, 449) | 8.68974e+10 | 1.67975e+11 | 1.27436e+11 |
| [0.0, -8.147934343680062e-13, -2.5760701334765343e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.835836760375678e-08, 1.0182119995533803e-09] |  453 | (445, 421) | 7.38174e+10 | 1.86399e+11 | 1.30108e+11 |
| [0.0, -8.147934343680062e-13, -2.508642199947972e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.155592465822496e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]  |  454 | (445, 445) | 1.1677e+11  | 1.59172e+11 | 1.37971e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5770770492700892e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.122383624422597e-06, -1.845017375220402e-08, 1.0182119995533803e-09]   |  457 | (449, 449) | 4.51772e+10 | 3.47369e+11 | 1.96273e+11 |
| [0.0, -8.126767946862263e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.9691482356623086e-05, -2.1485496217728127e-06, -1.75546990994843e-08, 1.0182119995533803e-09]  |  436 | (431, 421) | 1.24418e+11 | 6.14472e+11 | 3.69445e+11 |

Generation: 57

| chromosome                                                                                                                                                                                                                                             |   id | parents    |       train |         val |     fitness |
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -8.147934343680062e-13, -2.5618820632977205e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5770770492700892e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09] |  449 | (435, 439) | 8.51984e+10 | 1.69628e+11 | 1.27413e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  458 | (455, 456) | 8.62547e+10 | 1.68572e+11 | 1.27413e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  459 | (455, 455) | 8.62547e+10 | 1.68572e+11 | 1.27413e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  461 | (455, 455) | 8.62547e+10 | 1.68572e+11 | 1.27413e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.919052484895e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09]     |  465 | (451, 452) | 8.4576e+10  | 1.70253e+11 | 1.27414e+11 |
| [0.0, -8.147934343680062e-13, -2.665466771427036e-13, 3.1034852089029156e-11, -8.291820175428912e-11, -1.5770770492700892e-15, 9.919052484895e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]    |  460 | (449, 451) | 8.68974e+10 | 1.67975e+11 | 1.27436e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.6212739577039619e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09]  |  462 | (456, 456) | 9.38679e+10 | 1.62484e+11 | 1.28176e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.990485110171589e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  464 | (451, 455) | 7.41268e+10 | 1.85754e+11 | 1.2994e+11  |
| [0.0, -8.147934343680062e-13, -2.665466771427036e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5770770492700892e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8675175758110455e-08, 1.0182119995533803e-09] |  463 | (451, 450) | 1.25688e+11 | 1.56925e+11 | 1.41306e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.889874275198266e-11, -1.5770770492700892e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1753627818089444e-06, -1.845017375220402e-08, 1.0182119995533803e-09]  |  452 | (449, 449) | 2.43516e+11 | 2.14921e+11 | 2.29219e+11 |

Generation: 58

| chromosome                                                                                                                                                                                                                                             |   id | parents    |       train |         val |     fitness |
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -8.147934343680062e-13, -2.5618820632977205e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5770770492700892e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09] |  449 | (435, 439) | 8.51984e+10 | 1.69628e+11 | 1.27413e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  458 | (455, 456) | 8.62547e+10 | 1.68572e+11 | 1.27413e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  469 | (449, 459) | 8.62547e+10 | 1.68572e+11 | 1.27413e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  470 | (461, 461) | 8.62547e+10 | 1.68572e+11 | 1.27413e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  473 | (459, 459) | 8.62547e+10 | 1.68572e+11 | 1.27413e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09]  |  466 | (461, 465) | 8.4576e+10  | 1.70253e+11 | 1.27414e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.4904535848601659e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  471 | (458, 461) | 7.35549e+10 | 1.85508e+11 | 1.29532e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.919052484895e-16, 2.963049913966879e-05, -2.152991750922927e-06, -1.845017375220402e-08, 1.0182119995533803e-09]      |  467 | (465, 465) | 1.02448e+11 | 1.61639e+11 | 1.32044e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0972024626031495e-09] |  472 | (459, 459) | 2.2602e+12  | 6.07567e+12 | 4.16793e+12 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0983131451123977e-09] |  468 | (459, 458) | 2.33114e+12 | 6.23511e+12 | 4.28313e+12 |

Generation: 59

| chromosome                                                                                                                                                                                                                                             |   id | parents    |       train |         val |     fitness |
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  474 | (470, 458) | 8.62547e+10 | 1.68572e+11 | 1.27413e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  475 | (470, 473) | 8.62547e+10 | 1.68572e+11 | 1.27413e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  480 | (473, 466) | 8.62547e+10 | 1.68572e+11 | 1.27413e+11 |
| [0.0, -8.147934343680062e-13, -2.5618820632977205e-13, 3.1034852089029156e-11, -8.382696919018964e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09] |  477 | (449, 466) | 8.4576e+10  | 1.70253e+11 | 1.27414e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09]  |  479 | (466, 466) | 8.4576e+10  | 1.70253e+11 | 1.27414e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.558883098884979e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]  |  458 | (455, 456) | 8.36386e+10 | 1.71193e+11 | 1.27416e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5770770492700892e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  481 | (449, 470) | 8.68974e+10 | 1.67975e+11 | 1.27436e+11 |
| [0.0, -8.147934343680062e-13, -2.479818561090715e-13, 3.1034852089029156e-11, -9.179091344259893e-11, -1.5735938324246946e-15, 9.955185556693243e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.9070674568970637e-08, 1.0182119995533803e-09] |  478 | (458, 466) | 2.42536e+11 | 2.24541e+11 | 2.33538e+11 |
