

Generation: 0

| chromosome                                                                                                                                                                                                                                               | train   | val   |     fitness |   id | parents      |
| [0.0, -8.046385532513507e-13, -2.458137416776539e-13, 3.174579276866615e-11, -6.755585633867178e-11, -1.6110021463031745e-15, 1.0010421751899135e-15, 2.9756959470705053e-05, -2.220000215968874e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]   |  709 | (681, 698) | 7.72455e+11 | 7.84872e+11 | 7.78663e+11 |

Generation: 89

| chromosome                                                                                                                                                                                                                                               |   id | parents    |       train |         val |     fitness |
|----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -8.046385532513507e-13, -2.458137416776539e-13, 3.3013066499093624e-11, -6.755585633867178e-11, -1.6110021463031745e-15, 1.0010421751899135e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  713 | (705, 681) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.214654816234386e-13, -2.458137416776539e-13, 3.3013066499093624e-11, -6.755585633867178e-11, -1.6110021463031745e-15, 1.0010421751899135e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  717 | (713, 706) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.046385532513507e-13, -2.458137416776539e-13, 3.174579276866615e-11, -6.755585633867178e-11, -1.6110021463031745e-15, 9.972390273283926e-16, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]   |  716 | (713, 664) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.046385532513507e-13, -2.458137416776539e-13, 3.174579276866615e-11, -6.755585633867178e-11, -1.6110021463031745e-15, 1.0010421751899135e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]  |  718 | (664, 713) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.046385532513507e-13, -2.458137416776539e-13, 3.174579276866615e-11, -6.755585633867178e-11, -1.6110021463031745e-15, 1.0010421751899135e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]  |  719 | (707, 664) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.046385532513507e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -6.755585633867178e-11, -1.6110021463031745e-15, 1.0010421751899135e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  721 | (707, 707) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.046385532513507e-13, -2.458137416776539e-13, 3.174579276866615e-11, -6.755585633867178e-11, -1.6110021463031745e-15, 1.0010421751899135e-15, 2.9743860528876607e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]  |  720 | (707, 708) | 8.71261e+10 | 1.67295e+11 | 1.2721e+11  |
| [0.0, -8.046385532513507e-13, -2.458137416776539e-13, 3.3013066499093624e-11, -6.755585633867178e-11, -1.660207180187326e-15, 1.0010421751899135e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]  |  715 | (713, 664) | 9.64661e+10 | 1.6002e+11  | 1.28243e+11 |
| [0.0, -8.214654816234386e-13, -2.408358673004538e-13, 3.3013066499093624e-11, -6.755585633867178e-11, -1.6870072230697998e-15, 1.0010421751899135e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  706 | (702, 705) | 1.02677e+11 | 1.56462e+11 | 1.29569e+11 |
| [0.0, -8.051175043522812e-13, -2.458137416776539e-13, 3.174579276866615e-11, -6.755585633867178e-11, -1.6110021463031745e-15, 1.0010421751899135e-15, 3.0287585792149736e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]  |  714 | (712, 664) | 6.87373e+10 | 2.14604e+11 | 1.41671e+11 |

Generation: 90

| chromosome                                                                                                                                                                                                                                                |   id | parents    |       train |         val |     fitness |
|-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -8.046385532513507e-13, -2.458137416776539e-13, 3.174579276866615e-11, -6.44025044132551e-11, -1.6110021463031745e-15, 9.989460853606817e-16, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]     |  724 | (716, 718) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.214654816234386e-13, -2.458137416776539e-13, 3.3524614980937564e-11, -6.755585633867178e-11, -1.6110021463031745e-15, 1.0010421751899135e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]  |  717 | (713, 706) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.046385532513507e-13, -2.3716255658413137e-13, 3.3013066499093624e-11, -6.755585633867178e-11, -1.6110021463031745e-15, 1.0010421751899135e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  729 | (713, 721) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.046385532513507e-13, -2.4886485652994524e-13, 3.174579276866615e-11, -6.755585633867178e-11, -1.6110021463031745e-15, 1.0099220964384688e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]  |  723 | (718, 719) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.046385532513507e-13, -2.458137416776539e-13, 3.174579276866615e-11, -6.755585633867178e-11, -1.6110021463031745e-15, 1.0010421751899135e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]   |  725 | (719, 721) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.046385532513507e-13, -2.458137416776539e-13, 3.174579276866615e-11, -6.755585633867178e-11, -1.6110021463031745e-15, 9.972390273283926e-16, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]    |  727 | (716, 718) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.046385532513507e-13, -2.458137416776539e-13, 3.3013066499093624e-11, -6.755585633867178e-11, -1.6110021463031745e-15, 1.0010421751899135e-15, 2.9947158375797983e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]  |  726 | (713, 713) | 7.7777e+10  | 1.8015e+11  | 1.28963e+11 |
| [0.0, -8.046385532513507e-13, -2.458137416776539e-13, 3.3013066499093624e-11, -6.755585633867178e-11, -1.6110021463031745e-15, 1.0010421751899135e-15, 3.0016036650180014e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]  |  713 | (705, 681) | 7.52795e+10 | 1.85814e+11 | 1.30547e+11 |
| [0.0, -8.046385532513507e-13, -2.458137416776539e-13, 3.3013066499093624e-11, -6.755585633867178e-11, -1.6110021463031745e-15, 1.0010421751899135e-15, 2.9756959470705053e-05, -2.108903479760083e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]   |  722 | (718, 717) | 6.9504e+10  | 5.30812e+11 | 3.00158e+11 |
| [0.0, -8.060224629848037e-13, -2.458137416776539e-13, 3.174579276866615e-11, -6.755585633867178e-11, -1.6110021463031745e-15, 1.0010421751899135e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 9.36956666925318e-10]     |  728 | (718, 717) | 3.7515e+12  | 5.21081e+12 | 4.48115e+12 |

Generation: 91

| chromosome                                                                                                                                                                                                                                               |   id | parents    |       train |         val |     fitness |
|----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -8.046385532513507e-13, -2.458137416776539e-13, 3.174579276866615e-11, -6.44025044132551e-11, -1.6110021463031745e-15, 9.989460853606817e-16, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]    |  733 | (727, 724) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.046385532513507e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -6.44025044132551e-11, -1.6110021463031745e-15, 9.989460853606817e-16, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]   |  735 | (729, 724) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.214654816234386e-13, -2.458137416776539e-13, 3.3524614980937564e-11, -6.755585633867178e-11, -1.6110021463031745e-15, 1.0010421751899135e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  717 | (713, 706) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.214654816234386e-13, -2.458137416776539e-13, 3.3524614980937564e-11, -6.755585633867178e-11, -1.6110021463031745e-15, 1.0010421751899135e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  737 | (727, 717) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.046385532513507e-13, -2.458137416776539e-13, 3.3013066499093624e-11, -6.755585633867178e-11, -1.6110021463031745e-15, 1.0010421751899135e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  730 | (724, 729) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.214654816234386e-13, -2.458137416776539e-13, 3.174579276866615e-11, -6.755585633867178e-11, -1.6110021463031745e-15, 1.0010421751899135e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]  |  732 | (717, 725) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.046385532513507e-13, -2.458137416776539e-13, 3.174579276866615e-11, -6.755585633867178e-11, -1.6110021463031745e-15, 1.0010421751899135e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]  |  734 | (723, 725) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.046385532513507e-13, -2.4557104103144156e-13, 3.174579276866615e-11, -6.755585633867178e-11, -1.5810174709601949e-15, 9.972390273283926e-16, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]  |  731 | (727, 729) | 8.11921e+10 | 1.73666e+11 | 1.27429e+11 |
| [0.0, -8.046385532513507e-13, -2.458137416776539e-13, 3.174579276866615e-11, -6.44025044132551e-11, -1.6110021463031745e-15, 9.989460853606817e-16, 2.8766992764868186e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]    |  724 | (716, 718) | 1.73254e+11 | 1.8605e+11  | 1.79652e+11 |
| [0.0, -8.214654816234386e-13, -2.458137416776539e-13, 3.3524614980937564e-11, -6.44025044132551e-11, -1.6110021463031745e-15, 9.989460853606817e-16, 3.0535837146813085e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.1166968954745465e-09]   |  736 | (717, 724) | 4.25242e+12 | 1.0516e+13  | 7.38423e+12 |

Generation: 92

| chromosome                                                                                                                                                                                                                                               |   id | parents    |       train |         val |     fitness |
|----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -8.046385532513507e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -5.825771963970749e-11, -1.6110021463031745e-15, 1.0027611381132993e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  745 | (735, 730) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.046385532513507e-13, -2.458137416776539e-13, 3.174579276866615e-11, -6.44025044132551e-11, -1.6110021463031745e-15, 9.989460853606817e-16, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]    |  733 | (727, 724) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.046385532513507e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -6.44025044132551e-11, -1.6110021463031745e-15, 9.989460853606817e-16, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]   |  739 | (735, 735) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.046385532513507e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -6.44025044132551e-11, -1.6110021463031745e-15, 9.989460853606817e-16, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]   |  741 | (735, 735) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.046385532513507e-13, -2.458137416776539e-13, 3.174579276866615e-11, -6.44025044132551e-11, -1.6110021463031745e-15, 1.0010421751899135e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]   |  742 | (735, 732) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.214654816234386e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -6.44025044132551e-11, -1.6110021463031745e-15, 9.977418475472999e-16, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]   |  743 | (732, 735) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.064449597496771e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -6.463238541640608e-11, -1.6110021463031745e-15, 9.989460853606817e-16, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]  |  735 | (729, 724) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.046385532513507e-13, -2.458137416776539e-13, 3.174579276866615e-11, -6.556146768959696e-11, -1.6110021463031745e-15, 1.0010421751899135e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]  |  744 | (732, 730) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.214654816234386e-13, -2.458137416776539e-13, 3.174579276866615e-11, -6.755585633867178e-11, -1.6110021463031745e-15, 1.0010421751899135e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]  |  740 | (733, 732) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.214654816234386e-13, -2.458137416776539e-13, 3.174579276866615e-11, -6.44025044132551e-11, -1.6110021463031745e-15, 1.0010421751899135e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0694354454881857e-09]   |  738 | (735, 732) | 8.55737e+11 | 2.81546e+12 | 1.8356e+12  |

Generation: 93

| chromosome                                                                                                                                                                                                                                               |   id | parents    |       train |         val |     fitness |
|----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -8.214654816234386e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -6.44025044132551e-11, -1.6110021463031745e-15, 9.989460853606817e-16, 2.9756959470705053e-05, -2.145800112421137e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]    |  750 | (743, 739) | 7.6883e+10  | 1.76872e+11 | 1.26878e+11 |
| [0.0, -8.117017949775789e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -5.825771963970749e-11, -1.6110021463031745e-15, 1.0027611381132993e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  745 | (735, 730) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.133085418085627e-13, -2.458137416776539e-13, 3.174579276866615e-11, -6.44025044132551e-11, -1.6110021463031745e-15, 9.977418475472999e-16, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]    |  746 | (733, 743) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.046385532513507e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -6.44025044132551e-11, -1.6110021463031745e-15, 1.0038613791587166e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]  |  751 | (741, 741) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.046385532513507e-13, -2.458137416776539e-13, 3.174579276866615e-11, -6.44025044132551e-11, -1.6110021463031745e-15, 9.989460853606817e-16, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]    |  753 | (733, 733) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.046385532513507e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -6.44025044132551e-11, -1.6110021463031745e-15, 9.989460853606817e-16, 3.030415747182436e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]    |  749 | (741, 741) | 6.85087e+10 | 2.16695e+11 | 1.42602e+11 |
| [0.0, -8.046385532513507e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -6.44025044132551e-11, -1.556965435758836e-15, 9.989460853606817e-16, 3.0318083338490575e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]    |  748 | (733, 739) | 6.53142e+10 | 2.37593e+11 | 1.51454e+11 |
| [0.0, -8.046385532513507e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -5.825771963970749e-11, -1.6110021463031745e-15, 1.0027611381132993e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.7670493959361034e-08, 1.0182119995533803e-09] |  752 | (745, 739) | 9.92325e+10 | 5.17687e+11 | 3.0846e+11  |
| [0.0, -8.0462812699801e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -5.825771963970749e-11, -1.6110021463031745e-15, 9.989460853606817e-16, 2.9756959470705053e-05, -2.219664122262641e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]     |  747 | (745, 733) | 7.67254e+11 | 7.78143e+11 | 7.72699e+11 |
| [0.0, -8.046385532513507e-13, -2.458137416776539e-13, 3.174579276866615e-11, -6.44025044132551e-11, -1.6110021463031745e-15, 9.989460853606817e-16, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 9.314668673696918e-10]     |  733 | (727, 724) | 4.21525e+12 | 5.96039e+12 | 5.08782e+12 |

Generation: 94

| chromosome                                                                                                                                                                                                                                                |   id | parents    |       train |         val |     fitness |
|-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -8.117017949775789e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -5.825771963970749e-11, -1.6110021463031745e-15, 1.0027611381132993e-15, 3.030415747182436e-05, -2.1485496217728127e-06, -1.8659385247732827e-08, 1.0182119995533803e-09]   |  760 | (749, 745) | 8.50923e+10 | 1.67209e+11 | 1.26151e+11 |
| [0.0, -8.117017949775789e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -4.8659226167833456e-11, -1.6110021463031745e-15, 1.0027611381132993e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  745 | (735, 730) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.046385532513507e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -6.44025044132551e-11, -1.6110021463031745e-15, 1.0027611381132993e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]   |  755 | (745, 751) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.214654816234386e-13, -2.458137416776539e-13, 3.174579276866615e-11, -6.44025044132551e-11, -1.6110021463031745e-15, 9.989460853606817e-16, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]     |  757 | (750, 753) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -7.97381585677152e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -6.44025044132551e-11, -1.6110021463031745e-15, 1.0038613791587166e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]    |  759 | (746, 751) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.046385532513507e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -6.196724793427429e-11, -1.6110021463031745e-15, 9.989460853606817e-16, 3.030415747182436e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]    |  754 | (749, 749) | 6.85087e+10 | 2.16695e+11 | 1.42602e+11 |
| [0.0, -8.117017949775789e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -5.825771963970749e-11, -1.6110021463031745e-15, 1.0027611381132993e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8145771703176732e-08, 1.0182119995533803e-09]  |  758 | (745, 745) | 6.25274e+10 | 2.52144e+11 | 1.57336e+11 |
| [0.0, -8.214654816234386e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -6.44025044132551e-11, -1.6110021463031745e-15, 9.989460853606817e-16, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8910635743399246e-08, 1.0182119995533803e-09]    |  756 | (750, 749) | 1.864e+11   | 1.75521e+11 | 1.8096e+11  |
| [0.0, -8.214654816234386e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -6.44025044132551e-11, -1.6110021463031745e-15, 9.989460853606817e-16, 2.9756959470705053e-05, -2.198790652954318e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]     |  750 | (743, 739) | 4.8082e+11  | 4.3114e+11  | 4.5598e+11  |
| [0.0, -8.085593591454435e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -5.825771963970749e-11, -1.6110021463031745e-15, 1.0096629032813391e-15, 2.9756959470705053e-05, -2.2261463226572686e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]  |  761 | (745, 750) | 8.70849e+11 | 9.14294e+11 | 8.92572e+11 |

Generation: 95

| chromosome                                                                                                                                                                                                                                                |   id | parents    |       train |         val |     fitness |
|-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -8.046385532513507e-13, -2.3716255658413137e-13, 3.206466191780959e-11, -4.8659226167833456e-11, -1.6110021463031745e-15, 1.0027611381132993e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  766 | (745, 754) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.117017949775789e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -4.8659226167833456e-11, -1.6110021463031745e-15, 1.0027611381132993e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  745 | (735, 730) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.192870849176922e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -4.8659226167833456e-11, -1.6110021463031745e-15, 1.0027611381132993e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  767 | (754, 745) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.117017949775789e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -6.44025044132551e-11, -1.6110021463031745e-15, 1.0027611381132993e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]   |  762 | (759, 745) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.046385532513507e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -6.44025044132551e-11, -1.5179006635017916e-15, 1.0038613791587166e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]   |  764 | (759, 754) | 7.23113e+10 | 1.87894e+11 | 1.30103e+11 |
| [0.0, -8.046385532513507e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -6.196724793427429e-11, -1.6110021463031745e-15, 9.989460853606817e-16, 3.030415747182436e-05, -2.167115351762929e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]     |  765 | (755, 754) | 1.32566e+11 | 1.5193e+11  | 1.42248e+11 |
| [0.0, -8.046385532513507e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -6.196724793427429e-11, -1.6110021463031745e-15, 9.989460853606817e-16, 3.030415747182436e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]    |  763 | (754, 754) | 6.85087e+10 | 2.16695e+11 | 1.42602e+11 |
| [0.0, -8.046385532513507e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -6.196724793427429e-11, -1.6110021463031745e-15, 9.989460853606817e-16, 3.030415747182436e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09]    |  768 | (754, 757) | 6.85087e+10 | 2.16695e+11 | 1.42602e+11 |
| [0.0, -8.046385532513507e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -6.196724793427429e-11, -1.6948555125870511e-15, 1.0027611381132993e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.776283085029163e-08, 1.0182119995533803e-09]   |  769 | (754, 755) | 7.54572e+10 | 4.02104e+11 | 2.3878e+11  |
| [0.0, -8.117017949775789e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -6.429931966439168e-11, -1.6110021463031745e-15, 1.0027611381132993e-15, 3.030415747182436e-05, -2.1485496217728127e-06, -1.8659385247732827e-08, 1.00261100832628e-09]     |  760 | (749, 745) | 3.14328e+11 | 2.34172e+11 | 2.7425e+11  |

Generation: 96

| chromosome                                                                                                                                                                                                                                                |   id | parents    |       train |         val |     fitness |
|-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -8.117017949775789e-13, -2.3716255658413137e-13, 3.206466191780959e-11, -4.8659226167833456e-11, -1.6110021463031745e-15, 1.0047103318967415e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  776 | (766, 745) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.117017949775789e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -4.8659226167833456e-11, -1.6110021463031745e-15, 1.0027611381132993e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  745 | (735, 730) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
| [0.0, -8.117017949775789e-13, -2.3716255658413137e-13, 3.174579276866615e-11, -4.8659226167833456e-11, -1.6110021463031745e-15, 1.0027611381132993e-15, 2.9756959470705053e-05, -2.1485496217728127e-06, -1.8462404602296217e-08, 1.0182119995533803e-09] |  772 | (762, 767) | 8.64346e+10 | 1.67949e+11 | 1.27192e+11 |
